ensembl_gene_id,go_id,description,name_1006,namespace_1003
GeneID_409469,GO:0046872,cytochrome P450 4G11,metal ion binding,molecular_function
GeneID_409469,GO:0016491,cytochrome P450 4G11,oxidoreductase activity,molecular_function
LOC552435,GO:0005509,ER degradation-enhancing alpha-mannosidase-like protein 3,calcium ion binding,molecular_function
LOC552435,GO:0005975,ER degradation-enhancing alpha-mannosidase-like protein 3,carbohydrate metabolic process,biological_process
LOC552435,GO:0016020,ER degradation-enhancing alpha-mannosidase-like protein 3,membrane,cellular_component
LOC552435,GO:0004571,ER degradation-enhancing alpha-mannosidase-like protein 3,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",molecular_function
LOC552435,GO:1904382,ER degradation-enhancing alpha-mannosidase-like protein 3,mannose trimming involved in glycoprotein ERAD pathway,biological_process
LOC552435,GO:0008152,ER degradation-enhancing alpha-mannosidase-like protein 3,metabolic process,biological_process
LOC552435,GO:0016787,ER degradation-enhancing alpha-mannosidase-like protein 3,hydrolase activity,molecular_function
LOC552435,GO:0016798,ER degradation-enhancing alpha-mannosidase-like protein 3,"hydrolase activity, acting on glycosyl bonds",molecular_function
LOC411013,GO:0016021,phosphatidylinositide phosphatase SAC1,integral component of membrane,cellular_component
LOC411013,GO:0042578,phosphatidylinositide phosphatase SAC1,phosphoric ester hydrolase activity,molecular_function
LOC411013,GO:0016020,phosphatidylinositide phosphatase SAC1,membrane,cellular_component
LOC726320,GO:0005615,"serine protease inhibitor 27A, transcript variant X3",extracellular space,cellular_component
LOC726320,GO:0004867,"serine protease inhibitor 27A, transcript variant X3",serine-type endopeptidase inhibitor activity,molecular_function
LOC726320,GO:0030414,"serine protease inhibitor 27A, transcript variant X3",peptidase inhibitor activity,molecular_function
LOC726320,GO:0010466,"serine protease inhibitor 27A, transcript variant X3",negative regulation of peptidase activity,biological_process
LOC726320,GO:0010951,"serine protease inhibitor 27A, transcript variant X3",negative regulation of endopeptidase activity,biological_process
LOC725734,GO:0003676,RNA-binding protein pno1,nucleic acid binding,molecular_function
LOC725734,GO:0003723,RNA-binding protein pno1,RNA binding,molecular_function
LOC725734,GO:0005730,RNA-binding protein pno1,nucleolus,cellular_component
LOC552078,GO:0008270,"glutamyl aminopeptidase-like, transcript variant X2",zinc ion binding,molecular_function
LOC552078,GO:0008237,"glutamyl aminopeptidase-like, transcript variant X2",metallopeptidase activity,molecular_function
LOC552078,GO:0006508,"glutamyl aminopeptidase-like, transcript variant X2",proteolysis,biological_process
LOC552078,GO:0046872,"glutamyl aminopeptidase-like, transcript variant X2",metal ion binding,molecular_function
LOC552078,GO:0016787,"glutamyl aminopeptidase-like, transcript variant X2",hydrolase activity,molecular_function
LOC552078,GO:0008233,"glutamyl aminopeptidase-like, transcript variant X2",peptidase activity,molecular_function
LOC724179,GO:0005524,"ribosomal protein S6 kinase delta-1, transcript variant X1",ATP binding,molecular_function
LOC724179,GO:0004672,"ribosomal protein S6 kinase delta-1, transcript variant X1",protein kinase activity,molecular_function
LOC724179,GO:0035091,"ribosomal protein S6 kinase delta-1, transcript variant X1",phosphatidylinositol binding,molecular_function
LOC724179,GO:0006468,"ribosomal protein S6 kinase delta-1, transcript variant X1",protein phosphorylation,biological_process
LOC100577784,GO:0003676,"fanconi-associated nuclease 1, transcript variant X2",nucleic acid binding,molecular_function
LOC100577784,GO:0016788,"fanconi-associated nuclease 1, transcript variant X2","hydrolase activity, acting on ester bonds",molecular_function
LOC100577784,GO:0004518,"fanconi-associated nuclease 1, transcript variant X2",nuclease activity,molecular_function
LOC100577784,GO:0036297,"fanconi-associated nuclease 1, transcript variant X2",interstrand cross-link repair,biological_process
LOC100577784,GO:0005634,"fanconi-associated nuclease 1, transcript variant X2",nucleus,cellular_component
LOC100577784,GO:0046872,"fanconi-associated nuclease 1, transcript variant X2",metal ion binding,molecular_function
LOC100577784,GO:0006281,"fanconi-associated nuclease 1, transcript variant X2",DNA repair,biological_process
LOC100577784,GO:0006974,"fanconi-associated nuclease 1, transcript variant X2",cellular response to DNA damage stimulus,biological_process
LOC100577784,GO:0016787,"fanconi-associated nuclease 1, transcript variant X2",hydrolase activity,molecular_function
LOC100577784,GO:0090305,"fanconi-associated nuclease 1, transcript variant X2",nucleic acid phosphodiester bond hydrolysis,biological_process
LOC100577784,GO:0004528,"fanconi-associated nuclease 1, transcript variant X2",phosphodiesterase I activity,molecular_function
LOC551974,GO:0000398,"thioredoxin-like protein 4A, transcript variant X1","mRNA splicing, via spliceosome",biological_process
LOC551974,GO:0005682,"thioredoxin-like protein 4A, transcript variant X1",U5 snRNP,cellular_component
LOC551974,GO:0046540,"thioredoxin-like protein 4A, transcript variant X1",U4/U6 x U5 tri-snRNP complex,cellular_component
LOC551974,GO:0005634,"thioredoxin-like protein 4A, transcript variant X1",nucleus,cellular_component
LOC551974,GO:0006397,"thioredoxin-like protein 4A, transcript variant X1",mRNA processing,biological_process
LOC551974,GO:0008380,"thioredoxin-like protein 4A, transcript variant X1",RNA splicing,biological_process
LOC408564,GO:0016021,"long-chain fatty acid transport protein 4, transcript variant X1",integral component of membrane,cellular_component
LOC408564,GO:0003824,"long-chain fatty acid transport protein 4, transcript variant X1",catalytic activity,molecular_function
LOC408564,GO:0016020,"long-chain fatty acid transport protein 4, transcript variant X1",membrane,cellular_component
LOC100576383,GO:0005509,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA, transcript variant X6",calcium ion binding,molecular_function
LOC100576383,GO:0005975,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA, transcript variant X6",carbohydrate metabolic process,biological_process
LOC100576383,GO:0016020,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA, transcript variant X6",membrane,cellular_component
LOC100576383,GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA, transcript variant X6","mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",molecular_function
LOC100576383,GO:0008152,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA, transcript variant X6",metabolic process,biological_process
LOC100576383,GO:0016787,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA, transcript variant X6",hydrolase activity,molecular_function
LOC100576383,GO:0016798,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA, transcript variant X6","hydrolase activity, acting on glycosyl bonds",molecular_function
LOC100576383,GO:0005549,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA, transcript variant X6",odorant binding,molecular_function
LOC100576383,GO:0004984,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA, transcript variant X6",olfactory receptor activity,molecular_function
LOC100576383,GO:0007608,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA, transcript variant X6",sensory perception of smell,biological_process
LOC100576383,GO:0016021,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA, transcript variant X6",integral component of membrane,cellular_component
LOC100578260,GO:0005829,"WD repeat-containing protein 91, transcript variant X2",cytosol,cellular_component
LOC100578260,GO:0043551,"WD repeat-containing protein 91, transcript variant X2",regulation of phosphatidylinositol 3-kinase activity,biological_process
LOC100578260,GO:0045022,"WD repeat-containing protein 91, transcript variant X2",early endosome to late endosome transport,biological_process
LOC100578260,GO:0005515,"WD repeat-containing protein 91, transcript variant X2",protein binding,molecular_function
LOC100578260,GO:0016020,"WD repeat-containing protein 91, transcript variant X2",membrane,cellular_component
LOC100578260,GO:0031902,"WD repeat-containing protein 91, transcript variant X2",late endosome membrane,cellular_component
LOC100578260,GO:0005768,"WD repeat-containing protein 91, transcript variant X2",endosome,cellular_component
LOC100578260,GO:0010008,"WD repeat-containing protein 91, transcript variant X2",endosome membrane,cellular_component
LOC100578260,GO:0031901,"WD repeat-containing protein 91, transcript variant X2",early endosome membrane,cellular_component
LOC552701,GO:0008270,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",zinc ion binding,molecular_function
LOC552701,GO:0034979,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",NAD-dependent protein deacetylase activity,molecular_function
LOC552701,GO:0036054,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",protein-malonyllysine demalonylase activity,molecular_function
LOC552701,GO:0036055,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",protein-succinyllysine desuccinylase activity,molecular_function
LOC552701,GO:0070403,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",NAD+ binding,molecular_function
LOC552701,GO:0005739,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",mitochondrion,cellular_component
LOC552701,GO:0016740,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",transferase activity,molecular_function
LOC552701,GO:0046872,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",metal ion binding,molecular_function
LOC552701,GO:0006476,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",protein deacetylation,biological_process
LOC552701,GO:0036047,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",peptidyl-lysine demalonylation,biological_process
LOC552701,GO:0036049,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",peptidyl-lysine desuccinylation,biological_process
LOC726405,GO:0005524,"serine/threonine-protein kinase PAK mbt, transcript variant X2",ATP binding,molecular_function
LOC726405,GO:0004672,"serine/threonine-protein kinase PAK mbt, transcript variant X2",protein kinase activity,molecular_function
LOC726405,GO:0004674,"serine/threonine-protein kinase PAK mbt, transcript variant X2",protein serine/threonine kinase activity,molecular_function
LOC726405,GO:0006468,"serine/threonine-protein kinase PAK mbt, transcript variant X2",protein phosphorylation,biological_process
LOC552709,GO:0005634,"polypyrimidine tract-binding protein 2, transcript variant X6",nucleus,cellular_component
LOC552709,GO:0003676,"polypyrimidine tract-binding protein 2, transcript variant X6",nucleic acid binding,molecular_function
LOC552709,GO:0003723,"polypyrimidine tract-binding protein 2, transcript variant X6",RNA binding,molecular_function
LOC552709,GO:0006397,"polypyrimidine tract-binding protein 2, transcript variant X6",mRNA processing,biological_process
LOC552709,GO:0008380,"polypyrimidine tract-binding protein 2, transcript variant X6",RNA splicing,biological_process
GeneID_807695,GO:0046872,Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3],metal ion binding,molecular_function
GeneID_807695,GO:0016021,Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3],integral component of membrane,cellular_component
GeneID_807695,GO:0020037,Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3],heme binding,molecular_function
GeneID_807695,GO:0004129,Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3],cytochrome-c oxidase activity,molecular_function
GeneID_807695,GO:0009060,Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3],aerobic respiration,biological_process
GeneID_807695,GO:0005743,Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3],mitochondrial inner membrane,cellular_component
GeneID_807695,GO:0045277,Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3],respiratory chain complex IV,cellular_component
GeneID_807695,GO:0006119,Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3],oxidative phosphorylation,biological_process
GeneID_807695,GO:0055114,Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3],oxidation-reduction process,biological_process
GeneID_807695,GO:0016020,Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3],membrane,cellular_component
GeneID_807695,GO:0005739,Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3],mitochondrion,cellular_component
GeneID_807695,GO:0022900,Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3],electron transport chain,biological_process
